Required Concept,CUI,Preferred Name
,C0751903,Post-Ictal Memory Loss
,C1281906,Post-ictal drowsiness
,C4536342,post-ictal headache
clammy skin,C0392162,Clammy skin
,C0235848,Cold and clammy skin
,C4710952,"Monitor for cardiovascular manifestations of hyponatremia (e.g., orthostatic hypotension, elevated blood pressure, cold and clammy skin, poor skin turgor, hypovolemia, hypervolemia)"
,C4709922,"Monitor for signs and symptoms of persistent bleeding (e.g., hypotension, weak and rapid pulse, cool and clammy skin, rapid breathing, restlessness, reduced urine output)"
,C4709959,"Monitor for signs of hypovolemic shock (e.g., decreased blood pressure; rapid, thready pulse; increased respiratory rate; diaphoresis; restlessness; cool, clammy skin)"
cough,C0010200,Coughing
,C1961131,"Cough, CTCAE"
,C3274924,Have Been Coughing
,C3815497,Cough (guaifenesin)
,C4084725,Usual Severity Cough
,C4084726,How Much Distress Cough
,C4084727,Cough Frequency
,C0425502,No cough
,C0719558,Cough-X Cough Relief
,C0003449,Antitussive Agents
,C0010201,Chronic cough
,C0043167,Pertussis
,C0043168,Whooping cough due to unspecified organism
,C0150182,Encouragement of deep breathing and coughing exercises
,C0151574,Decreased coughing
,C0231911,Paroxysmal cough
,C0231912,Nocturnal cough
,C0231914,Cough at rest
,C0231917,Postural cough
,C0232051,Cough reflex
,C0234435,"Syncope, Tussive"
,C0234866,Barking cough
,C0239132,"COUGH, EXPLOSIVE"
,C0239133,Hacking cough
,C0239134,Productive Cough
diarrhea,C0011991,Diarrhea
,C1963091,"Diarrhea, CTCAE"
,C3641756,Have Diarrhea
,C4084784,How Much Distress Diarrhea
,C4084802,Usual Severity Diarrhea
,C4085317,How Often Diarrhea
,C0474498,Diarrhea not present
,C0004692,Balantidiasis
,C0011992,Infantile Diarrhea
,C0013369,Dysentery
,C0038054,"Sprue, Tropical"
,C0151594,Hemorrhagic diarrhea
,C0152517,Viral gastroenteritis
,C0156173,Functional diarrhea
,C0232709,Postprandial diarrhea
,C0232710,Chronic constipation with overflow
,C0232711,Nervous diarrhea
,C0235840,Neonatal diarrhea
,C0235952,Clostridium difficile diarrhea
,C0239181,Intermittent diarrhea
,C0239182,Watery diarrhoea
,C0242002,Mucous diarrhoea
,C0267436,Non-infective diarrhea
,C0267437,Allergic diarrhea
,C0267438,Dietetic diarrhea
vomiting,C0042963,Vomiting
,C1963281,"Vomiting, CTCAE"
,C3898969,Have Been Vomiting
,C4084766,How Much Distress Vomiting
,C4084767,Bothered by Vomiting
,C4084768,Usual Severity Vomiting
,C4084769,How Often Vomiting
,C0375548,No vomiting
,C2129186,vomit containing blood at beginning of vomiting
,C0014498,Epidemic vomiting syndrome
,C0018926,Hematemesis
,C0027498,Nausea and vomiting
,C0042964,"Vomiting, Anticipatory"
,C0152164,Cyclical vomiting syndrome (disorder)
,C0152165,Persistent vomiting
,C0152517,Viral gastroenteritis
,C0221151,Projectile vomiting
,C0232597,Acute vomiting
,C0232598,Chronic vomiting
,C0232599,Vomiting bile
,C0232601,Concealed vomiting
,C0233757,Psychogenic vomiting
,C0241706,Feculent vomiting
,C0267172,Habit vomiting
,C0269661,Vomiting of pregnancy
violent,C0242151,Violent
,C0232603,Violent retching
,C0235099,Violent thoughts
,C0237234,violent environment
,C0282376,Assaultive Behavior
,C0424323,Physical aggression
,C0425151,Violent spouse
,C0680472,Violent Crime
,C1096573,Violent dreams
,C1868823,Violent ideation
,C2136263,violent event
,C3671973,Violent sneezing
,C4062071,Violent relationship
,C4728017,High-energy trauma
,C0001807,Aggressive behavior
,C0040488,Torture
,C0233558,Temper tantrum
,C0424241,Violent motor activity
,C0680471,violent and nonviolent crime
,C0683660,violent crime and behavior
,C0741456,BEHAVIOR VIOLENT TOWARD SELF
,C1303202,Violent acts towards others
,C1397151,"violent; behavior, family history"
,C1822562,Control of violent content in the media
,C1827876,Victim of violent environment
hypertension,C0020538,Hypertensive disease
,C1963138,"Hypertension, CTCAE"
,C2748577,No hypertension
,C0810002,Hypertension with complications and secondary hypertension
,C1391549,"c.pregnancy; hypertension, gestational hypertension"
,C1411597,"pregnancy; hypertension, gestational hypertension"
,C4546218,Diastolic hypertension and systolic hypertension
,C0018036,"Hypertension, Goldblatt"
,C0020540,Malignant Hypertension
,C0020541,Portal Hypertension
,C0020542,Pulmonary Hypertension
,C0020544,Renal hypertension
,C0020545,"Hypertension, Renovascular"
,C0028840,Ocular Hypertension
,C0085580,Essential Hypertension
,C0151740,Intracranial Hypertension
,C0152105,Hypertensive heart disease
,C0152170,Transient hypertension
,C0155616,Secondary hypertension
,C0204946,Hypertension education
,C0206586,Endolymphatic Hydrops
,C0221154,Paroxysmal hypertension
,C0221155,Systolic hypertension
,C0234708,Raised intraocular pressure (finding)
,C0235222,Diastolic hypertension
pain radiation,C1507012,Pain radiation
,C1508020,PAIN RADIATION:FINDING:POINT IN TIME:*:NOMINAL
,C0438921,Back Pain without Radiation
,C0740363,Back Pain with Radiation
,C0856052,Radiation associated pain
,C2129193,abdominal pain radiating to chest
,C2219669,abdominal pain radiation
,C3665903,Neck pain (with radiation)
,C4039640,Neuropathic pain due to radiation
,C4520350,Pain following radiation therapy
,C0856245,Low back pain (without radiation)
,C1112757,Chest pain with radiation to left arm
,C0221685,Lumbar spine pain with radiation below knee
,C0511113,"Evaluate chest pain (e.g., intensity, location, radiation, duration, and precipitating and alleviating factors)"
,C4710043,"Evaluate any episodes of chest pain (e.g., intensity, location, radiation, duration, and precipitating and alleviating factors)"
,C4711018,"Evaluate all chest, shoulder, back or pleuritic pain (i.e., check for intensity, location, radiation, duration, and precipitating and alleviating factors)"
weakness,C3714552,Weakness
,C0018801,Heart failure
,C0030552,Paresis
,C0151786,Muscle Weakness
,C0232132,Weak arterial pulse
,C0241700,Voice Fatigue
,C0424593,Attacks of weakness
,C0426997,Weakness of sternomastoid
,C0427053,Weakness present
,C0427054,Weakness of neck
,C0427055,Facial Paresis
,C0427062,Weakness of back
,C0427068,Monoparesis - leg
,C0497294,paralysis/weakness
,C0521532,Diaphragmatic paresis
,C0542267,Weakness postural
,C0546190,Palate weakness
,C0546192,Larynx weakness
,C0575810,Weakness of hand
,C0576233,Weakness of foot
,C0576333,Weakness of toe
,C0577655,Quadriceps weakness
,C0581877,Abdominal weakness
,C0587246,Muscle weakness of limb
,C0679397,cardiovascular deterioration
wheezing,C0043144,Wheezing
,C4553925,"Wheezing, CTCAE"
,C0035234,Respiratory Sounds
,C0035508,Rhonchi
,C0231874,Inspiratory wheezing
,C0231875,Expiratory wheezing
,C0234863,Wheezing stridor
,C0392681,Asthmatic breathing
,C0439035,Wheezing symptom
,C0877638,Wheezing aggravated
,C1557642,Bronchospasm and Wheezing Adverse Event
,C1735643,Chronic wheezing
,C2089439,diffuse wheezing
,C2203180,wheezing occurs only with exercise
,C2203181,wheezing on auscultation (physical finding)
,C2203182,wheezing recurs from time to time
,C2203183,wheezing recurs intermittently
,C2203185,wheezing unilaterally
,C2237502,wheezing in both lungs
,C3504340,Wheezing Recorders
,C4539802,Frequent wheezing
,C0340073,Factitious asthma
,C0944011,Wheezing:Find:24H:Respiratory system:Ord:Reported.HIV-SSC
,C1557643,"Grade 1 Bronchospasm and Wheezing, CTCAE"
,C1557644,"Grade 2 Bronchospasm and Wheezing, CTCAE"
ondansetron,C4082647,2 ML Ondansetron 2 MG/ML Injection
,C3817867,"ONDANSETRON HYDROCHLORIDE 4 mg in 3 oral TABLET, COATED"
,C4718880,midazolam/ketamine HCl/ondansetron HCl 3 mg-25 mg-2 mg SUBLINGUAL TROCHE
,C4719128,ketamine/midazolam/ondansetron 25 mg-3 mg-2 mg sublingual tablet
,C4762530,MIDAZOLAM 3 mg / KETAMINE HYDROCHLORIDE 25 mg / ONDANSETRON HYDROCHLORIDE ANHYDROUS 2 mg SUBLINGUAL TROCHE [MKO Melt Dose Pack]
aspirin,C3486445,"BERBERIS VULGARIS ROOT BARK 3 [hp_X] in 1 mL / GLYCYRRHIZA GLABRA 3 [hp_X] in 1 mL / ARCTIUM LAPPA ROOT 3 [hp_X] in 1 mL / PHYTOLACCA AMERICANA ROOT 3 [hp_X] in 1 mL / STILLINGIA SYLVATICA ROOT 3 [hp_X] in 1 mL / TRIFOLIUM PRATENSE FLOWER 3 [hp_X] in 1 mL / SUS SCROFA ADRENAL GLAND 8 [hp_X] in 1 mL / PORK LIVER 8 [hp_X] in 1 mL / SUS SCROFA LYMPH 8 [hp_X] in 1 mL / THYROID, PORCINE 8 [hp_X] in 1 mL / ATROPA BELLADONNA 12 [hp_X] in 1 mL / IRIDIUM 12 [hp_X] in 1 mL / LYCOPODIUM CLAVATUM SPORE 12 [hp_X] in 1 mL / NITRIC ACID 12 [hp_X] in 1 mL / STRYCHNOS NUX-VOMICA SEED 12 [hp_X] in 1 mL / PHOSPHORIC ACID 12 [hp_X] in 1 mL / SELENIUM 12 [hp_X] in 1 mL / ASPIRIN 30 [hp_X] in 1 mL / CORTICOTROPIN 30 [hp_X] in 1 mL / CORTISONE ACETATE 30 [hp_X] in 1 mL / EUGENOL 30 [hp_X] in 1 mL / STEARYL ALCOHOL 30 [hp_X] in 1 mL / XYLITOL 30 [hp_X] in 1 mL / ESTRONE 30 [hp_X] in 1 mL / BENZOIC ACID 30 [hp_X] in 1 mL / CHLORINE 30 [hp_X] in 1 mL / POTASSIUM SORBATE 30 [hp_X] in 1 mL / SORBITOL 30 [hp_X] in 1 mL / RESORCINOL 30 [hp_X] in 1 mL / BENZYL ALCOHOL 30 [hp_X] in 1 mL / LACTIC ACID, DL- 30 [hp_X] in 1 mL / ISOPROPYL PALMITATE 30 [hp_X] in 1 mL / BORIC ACID 30 [hp_X] in 1 mL / ACETIC ACID 30 [hp_X] in 1 mL / PHENYLBUTAZONE 30 [hp_X] in 1 mL / PETROLATUM 30 [hp_X] in 1 mL / LEAD 30 [hp_X] in 1 mL ORAL LIQUID [Chemtox]"
,C4256694,"GLYCERIN 3 [hp_X] in 1 mL / PHYTOLACCA AMERICANA ROOT 3 [hp_X] in 1 mL / TARAXACUM OFFICINALE 3 [hp_X] in 1 mL / ARSENIC TRIOXIDE 12 [hp_X] in 1 mL / NITRIC ACID 12 [hp_X] in 1 mL / STRYCHNOS NUX-VOMICA SEED 12 [hp_X] in 1 mL / KEROSENE 12 [hp_X] in 1 mL / PHOSPHORIC ACID 12 [hp_X] in 1 mL / PHOSPHORUS 12 [hp_X] in 1 mL / ASPIRIN 12 [hp_X] in 1 mL / NITROGLYCERIN 12 [hp_X] in 1 mL / INSULIN PORK 12 [hp_X] in 1 mL / LITHIUM CARBONATE 12 [hp_X] in 1 mL / SUS SCROFA THYROID 12 [hp_X] in 1 mL / SALICYLIC ACID 12 [hp_X] in 1 mL / CORTICOTROPIN 12 [hp_X] in 1 mL / CORTISONE ACETATE 12 [hp_X] in 1 mL / EUGENOL 12 [hp_X] in 1 mL / STEARYL ALCOHOL 12 [hp_X] in 1 mL / XYLITOL 12 [hp_X] in 1 mL / ESTRONE 12 [hp_X] in 1 mL / BENZOIC ACID 12 [hp_X] in 1 mL / CHLORINE 12 [hp_X] in 1 mL / POTASSIUM SORBATE 12 [hp_X] in 1 mL / SORBITOL 12 [hp_X] in 1 mL / RESORCINOL 12 [hp_X] in 1 mL / BENZYL ALCOHOL 12 [hp_X] in 1 mL / LACTIC ACID, DL- 12 [hp_X] in 1 mL / ISOPROPYL PALMITATE 12 [hp_X] in 1 mL / BORIC ACID 12 [hp_X] in 1 mL / ACETIC ACID 12 [hp_X] in 1 mL / PHENYLBUTAZONE 12 [hp_X] in 1 mL / PETROLATUM 12 [hp_X] in 1 mL / LEAD 12 [hp_X] in 1 mL ORAL LIQUID [Chemstat]"
,C4530128,"GLYCERIN 3 [hp_X] in 1 mL / PHYTOLACCA AMERICANA ROOT 3 [hp_X] in 1 mL / TARAXACUM OFFICINALE 3 [hp_X] in 1 mL / ARSENIC TRIOXIDE 12 [hp_X] in 1 mL / NITRIC ACID 12 [hp_X] in 1 mL / STRYCHNOS NUX-VOMICA SEED 12 [hp_X] in 1 mL / KEROSENE 12 [hp_X] in 1 mL / PHOSPHORIC ACID 12 [hp_X] in 1 mL / PHOSPHORUS 12 [hp_X] in 1 mL / ASPIRIN 12 [hp_X] in 1 mL / NITROGLYCERIN 12 [hp_X] in 1 mL / INSULIN PORK 12 [hp_X] in 1 mL / LITHIUM CARBONATE 12 [hp_X] in 1 mL / SUS SCROFA THYROID 12 [hp_X] in 1 mL / SALICYLIC ACID 12 [hp_X] in 1 mL / CORTICOTROPIN 12 [hp_X] in 1 mL / CORTISONE ACETATE 12 [hp_X] in 1 mL / EUGENOL 12 [hp_X] in 1 mL / STEARYL ALCOHOL 12 [hp_X] in 1 mL / XYLITOL 12 [hp_X] in 1 mL / ESTRONE 12 [hp_X] in 1 mL / BENZOIC ACID 12 [hp_X] in 1 mL / CHLORINE 12 [hp_X] in 1 mL / POTASSIUM SORBATE 12 [hp_X] in 1 mL / SORBITOL 12 [hp_X] in 1 mL / RESORCINOL 12 [hp_X] in 1 mL / BENZYL ALCOHOL 12 [hp_X] in 1 mL / LACTIC ACID, DL- 12 [hp_X] in 1 mL / ISOPROPYL PALMITATE 12 [hp_X] in 1 mL / BORIC ACID 12 [hp_X] in 1 mL / ACETIC ACID 12 [hp_X] in 1 mL / PHENYLBUTAZONE 12 [hp_X] in 1 mL / PETROLATUM 12 [hp_X] in 1 mL / LEAD 12 [hp_X] in 1 mL ORAL LIQUID [Homeoplex D]"
,C4723465,"GLYCERIN 3 [hp_X] in 1 mL / TARAXACUM OFFICINALE 3 [hp_X] in 1 mL / PHYTOLACCA AMERICANA ROOT 6 [hp_X] in 1 mL / ARSENIC TRIOXIDE 12 [hp_X] in 1 mL / NITRIC ACID 12 [hp_X] in 1 mL / STRYCHNOS NUX-VOMICA SEED 12 [hp_X] in 1 mL / KEROSENE 12 [hp_X] in 1 mL / PHOSPHORIC ACID 12 [hp_X] in 1 mL / PHOSPHORUS 12 [hp_X] in 1 mL / ASPIRIN 12 [hp_X] in 1 mL / NITROGLYCERIN 12 [hp_X] in 1 mL / INSULIN PORK 12 [hp_X] in 1 mL / LITHIUM CARBONATE 12 [hp_X] in 1 mL / SUS SCROFA THYROID 12 [hp_X] in 1 mL / SALICYLIC ACID 12 [hp_X] in 1 mL / CORTICOTROPIN 12 [hp_X] in 1 mL / CORTISONE ACETATE 12 [hp_X] in 1 mL / EUGENOL 12 [hp_X] in 1 mL / STEARYL ALCOHOL 12 [hp_X] in 1 mL / XYLITOL 12 [hp_X] in 1 mL / ESTRONE 12 [hp_X] in 1 mL / BENZOIC ACID 12 [hp_X] in 1 mL / CHLORINE 12 [hp_X] in 1 mL / POTASSIUM SORBATE 12 [hp_X] in 1 mL / SORBITOL 12 [hp_X] in 1 mL / RESORCINOL 12 [hp_X] in 1 mL / BENZYL ALCOHOL 12 [hp_X] in 1 mL / LACTIC ACID, DL- 12 [hp_X] in 1 mL / ISOPROPYL PALMITATE 12 [hp_X] in 1 mL / BORIC ACID 12 [hp_X] in 1 mL / ACETIC ACID 12 [hp_X] in 1 mL / PHENYLBUTAZONE 12 [hp_X] in 1 mL / PETROLATUM 12 [hp_X] in 1 mL / LEAD 12 [hp_X] in 1 mL ORAL LIQUID [Chemstat]"
,C5221905,"GLYCERIN 3 [hp_X] in 1 mL / TARAXACUM OFFICINALE 3 [hp_X] in 1 mL / PHYTOLACCA AMERICANA ROOT 6 [hp_X] in 1 mL / ARSENIC TRIOXIDE 12 [hp_X] in 1 mL / NITRIC ACID 12 [hp_X] in 1 mL / STRYCHNOS NUX-VOMICA SEED 12 [hp_X] in 1 mL / KEROSENE 12 [hp_X] in 1 mL / PHOSPHORIC ACID 12 [hp_X] in 1 mL / PHOSPHORUS 12 [hp_X] in 1 mL / ASPIRIN 12 [hp_X] in 1 mL / NITROGLYCERIN 12 [hp_X] in 1 mL / INSULIN PORK 12 [hp_X] in 1 mL / LITHIUM CARBONATE 12 [hp_X] in 1 mL / THYROID, PORCINE 12 [hp_X] in 1 mL / ACETIC ACID 12 [hp_X] in 1 mL / BENZOIC ACID 12 [hp_X] in 1 mL / BENZYL ALCOHOL 12 [hp_X] in 1 mL / BORIC ACID 12 [hp_X] in 1 mL / CHLORINE 12 [hp_X] in 1 mL / CORTISONE ACETATE 12 [hp_X] in 1 mL / EUGENOL 12 [hp_X] in 1 mL / ESTRONE 12 [hp_X] in 1 mL / ISOPROPYL PALMITATE 12 [hp_X] in 1 mL / LACTIC ACID, DL- 12 [hp_X] in 1 mL / PETROLATUM 12 [hp_X] in 1 mL / PHENYLBUTAZONE 12 [hp_X] in 1 mL / LEAD 12 [hp_X] in 1 mL / POTASSIUM SORBATE 12 [hp_X] in 1 mL / RESORCINOL 12 [hp_X] in 1 mL / SALICYLIC ACID 12 [hp_X] in 1 mL / SORBITOL 12 [hp_X] in 1 mL / STEARYL ALCOHOL 12 [hp_X] in 1 mL / XYLITOL 12 [hp_X] in 1 mL / CORTICOTROPIN 15 [hp_C] in 1 mL ORAL LIQUID [Chemstat]"
,C3882838,"COLCHICUM AUTUMNALE BULB 4 [hp_X] in 1 mL / CONIUM MACULATUM FLOWERING TOP 4 [hp_X] in 1 mL / GOLDENSEAL 4 [hp_X] in 1 mL / BILBERRY 4 [hp_X] in 1 mL / PODOPHYLLUM 5 [hp_X] in 1 mL / ASCORBIC ACID 6 [hp_X] in 1 mL / GALIUM APARINE 6 [hp_X] in 1 mL / NIACINAMIDE 6 [hp_X] in 1 mL / PYRIDOXINE HYDROCHLORIDE 6 [hp_X] in 1 mL / RIBOFLAVIN 6 [hp_X] in 1 mL / LACTIC ACID, L- 6 [hp_X] in 1 mL / THIAMINE HYDROCHLORIDE 6 [hp_X] in 1 mL / NOREPINEPHRINE 6 [hp_X] in 1 mL / .ALPHA.-LIPOIC ACID 8 [hp_X] in 1 mL / SODIUM DIETHYL OXALACETATE 8 [hp_X] in 1 mL / SULFUR 8 [hp_X] in 1 mL / ASPIRIN 10 [hp_X] in 1 mL / ANTHRAQUINONE 10 [hp_X] in 1 mL / ADENOSINE TRIPHOSPHATE DISODIUM 10 [hp_X] in 1 mL / COENZYME A 10 [hp_X] in 1 mL / UBIDECARENONE 10 [hp_X] in 1 mL / HISTAMINE DIHYDROCHLORIDE 10 [hp_X] in 1 mL / MAGNESIUM GLUCONATE 10 [hp_X] in 1 mL / NADIDE 10 [hp_X] in 1 mL / 1,4-NAPHTHOQUINONE 10 [hp_X] in 1 mL / MANGANESE PHOSPHATE, DIBASIC 15 [hp_X] in 1 mL / HYDROQUINONE 3 [hp_C] in 1 mL / SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR ENTERITIDIS 30 [hp_C] in 1 mL ORAL LIQUID [Bio Cytotox Phase]"
,C4084101,"COLCHICUM AUTUMNALE BULB 4 [hp_X] in 1 mL / CONIUM MACULATUM FLOWERING TOP 4 [hp_X] in 1 mL / GOLDENSEAL 4 [hp_X] in 1 mL / BILBERRY 4 [hp_X] in 1 mL / PODOPHYLLUM 5 [hp_X] in 1 mL / ASCORBIC ACID 6 [hp_X] in 1 mL / GALIUM APARINE 6 [hp_X] in 1 mL / NIACINAMIDE 6 [hp_X] in 1 mL / PYRIDOXINE HYDROCHLORIDE 6 [hp_X] in 1 mL / RIBOFLAVIN 6 [hp_X] in 1 mL / LACTIC ACID, L- 6 [hp_X] in 1 mL / THIAMINE HYDROCHLORIDE 6 [hp_X] in 1 mL / NOREPINEPHRINE 6 [hp_X] in 1 mL / THIOCTIC ACID 8 [hp_X] in 1 mL / SODIUM DIETHYL OXALACETATE 8 [hp_X] in 1 mL / SULFUR 8 [hp_X] in 1 mL / ASPIRIN 10 [hp_X] in 1 mL / ADENOSINE TRIPHOSPHATE DISODIUM 10 [hp_X] in 1 mL / ANTHRAQUINONE 10 [hp_X] in 1 mL / COENZYME A 10 [hp_X] in 1 mL / HISTAMINE DIHYDROCHLORIDE 10 [hp_X] in 1 mL / MAGNESIUM GLUCONATE 10 [hp_X] in 1 mL / NADIDE 10 [hp_X] in 1 mL / 1,4-NAPHTHOQUINONE 10 [hp_X] in 1 mL / UBIDECARENONE 10 [hp_X] in 1 mL / MANGANESE PHOSPHATE, DIBASIC 15 [hp_X] in 1 mL / HYDROQUINONE 3 [hp_C] in 1 mL / PROTEUS MORGANII 30 [hp_C] in 1 mL ORAL LIQUID [Energize]"
,C4237796,"COLCHICUM AUTUMNALE BULB 4 [hp_X] in 1 mL / CONIUM MACULATUM FLOWERING TOP 4 [hp_X] in 1 mL / GOLDENSEAL 4 [hp_X] in 1 mL / BILBERRY 4 [hp_X] in 1 mL / PODOPHYLLUM 5 [hp_X] in 1 mL / ASCORBIC ACID 6 [hp_X] in 1 mL / GALIUM APARINE 6 [hp_X] in 1 mL / NIACINAMIDE 6 [hp_X] in 1 mL / PYRIDOXINE HYDROCHLORIDE 6 [hp_X] in 1 mL / RIBOFLAVIN 6 [hp_X] in 1 mL / LACTIC ACID, L- 6 [hp_X] in 1 mL / THIAMINE HYDROCHLORIDE 6 [hp_X] in 1 mL / NOREPINEPHRINE 6 [hp_X] in 1 mL / THIOCTIC ACID 8 [hp_X] in 1 mL / SODIUM DIETHYL OXALACETATE 8 [hp_X] in 1 mL / SULFUR 8 [hp_X] in 1 mL / ASPIRIN 10 [hp_X] in 1 mL / ADENOSINE TRIPHOSPHATE DISODIUM 10 [hp_X] in 1 mL / BACILLUS ANTHRACIS IMMUNOSERUM RABBIT 10 [hp_X] in 1 mL / HISTAMINE DIHYDROCHLORIDE 10 [hp_X] in 1 mL / MAGNESIUM GLUCONATE 10 [hp_X] in 1 mL / NADIDE 10 [hp_X] in 1 mL / 1,4-NAPHTHOQUINONE 10 [hp_X] in 1 mL / PANTOTHENIC ACID 10 [hp_X] in 1 mL / UBIDECARENONE 10 [hp_X] in 1 mL / MANGANESE PHOSPHATE, DIBASIC 15 [hp_X] in 1 mL / HYDROQUININE 3 [hp_C] in 1 mL / SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR ENTERITIDIS 30 [hp_C] in 1 mL ORAL LIQUID [Energize]"
,C4290853,"COLCHICUM AUTUMNALE BULB 4 [hp_X] in 1 mL / CONIUM MACULATUM FLOWERING TOP 4 [hp_X] in 1 mL / BILBERRY 4 [hp_X] in 1 mL / PODOPHYLLUM 5 [hp_X] in 1 mL / ASCORBIC ACID 6 [hp_X] in 1 mL / GALIUM APARINE 6 [hp_X] in 1 mL / GOLDENSEAL 6 [hp_X] in 1 mL / NIACINAMIDE 6 [hp_X] in 1 mL / PYRIDOXINE HYDROCHLORIDE 6 [hp_X] in 1 mL / RIBOFLAVIN 6 [hp_X] in 1 mL / LACTIC ACID, L- 6 [hp_X] in 1 mL / THIAMINE HYDROCHLORIDE 6 [hp_X] in 1 mL / NOREPINEPHRINE 6 [hp_X] in 1 mL / THIOCTIC ACID 8 [hp_X] in 1 mL / SODIUM DIETHYL OXALACETATE 8 [hp_X] in 1 mL / SULFUR 8 [hp_X] in 1 mL / ASPIRIN 10 [hp_X] in 1 mL / ADENOSINE TRIPHOSPHATE DISODIUM 10 [hp_X] in 1 mL / ANTHRAQUINONE 10 [hp_X] in 1 mL / HISTAMINE DIHYDROCHLORIDE 10 [hp_X] in 1 mL / MAGNESIUM GLUCONATE 10 [hp_X] in 1 mL / NADIDE 10 [hp_X] in 1 mL / NAPHTHOQUINE 10 [hp_X] in 1 mL / UBIDECARENONE 10 [hp_X] in 1 mL / PANTOTHENIC ACID 10 [hp_X] in 1 mL / MANGANESE PHOSPHATE, DIBASIC 15 [hp_X] in 1 mL / HYDROQUINONE 3 [hp_C] in 1 mL / SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR ENTERITIDIS 30 [hp_C] in 1 mL ORAL LIQUID [Bio Cytotox Phase]"
,C4293082,"COLCHICUM AUTUMNALE BULB 4 [hp_X] in 1 mL / CONIUM MACULATUM FLOWERING TOP 4 [hp_X] in 1 mL / GOLDENSEAL 4 [hp_X] in 1 mL / BILBERRY 4 [hp_X] in 1 mL / PODOPHYLLUM 5 [hp_X] in 1 mL / ASCORBIC ACID 6 [hp_X] in 1 mL / GALIUM APARINE 6 [hp_X] in 1 mL / NIACINAMIDE 6 [hp_X] in 1 mL / PYRIDOXINE HYDROCHLORIDE 6 [hp_X] in 1 mL / RIBOFLAVIN 6 [hp_X] in 1 mL / LACTIC ACID, L- 6 [hp_X] in 1 mL / THIAMINE HYDROCHLORIDE 6 [hp_X] in 1 mL / NOREPINEPHRINE 6 [hp_X] in 1 mL / THIOCTIC ACID 8 [hp_X] in 1 mL / SODIUM DIETHYL OXALACETATE 8 [hp_X] in 1 mL / SULFUR 8 [hp_X] in 1 mL / ASPIRIN 10 [hp_X] in 1 mL / ADENOSINE TRIPHOSPHATE DISODIUM 10 [hp_X] in 1 mL / ANTHRAQUINONE 10 [hp_X] in 1 mL / COENZYME A 10 [hp_X] in 1 mL / HISTAMINE DIHYDROCHLORIDE 10 [hp_X] in 1 mL / MAGNESIUM GLUCONATE 10 [hp_X] in 1 mL / NADIDE 10 [hp_X] in 1 mL / NAPHTHOQUINE 10 [hp_X] in 1 mL / UBIDECARENONE 10 [hp_X] in 1 mL / MANGANESE PYROPHOSPHATE 15 [hp_X] in 1 mL / HYDROQUINONE 3 [hp_C] in 1 mL / SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR ENTERITIDIS 30 [hp_C] in 1 mL ORAL LIQUID [Bio Cytotox Phase]"
,C4719684,"PODOPHYLLUM 5 [hp_X] in 1 mL / ASCORBIC ACID 6 [hp_X] in 1 mL / GALIUM APARINE 6 [hp_X] in 1 mL / GOLDENSEAL 6 [hp_X] in 1 mL / NIACINAMIDE 6 [hp_X] in 1 mL / PYRIDOXINE HYDROCHLORIDE 6 [hp_X] in 1 mL / RIBOFLAVIN 6 [hp_X] in 1 mL / LACTIC ACID, L- 6 [hp_X] in 1 mL / THIAMINE HYDROCHLORIDE 6 [hp_X] in 1 mL / THIOCTIC ACID 8 [hp_X] in 1 mL / COLCHICUM AUTUMNALE BULB 8 [hp_X] in 1 mL / CONIUM MACULATUM FLOWERING TOP 8 [hp_X] in 1 mL / SODIUM DIETHYL OXALACETATE 8 [hp_X] in 1 mL / SULFUR 8 [hp_X] in 1 mL / BILBERRY 8 [hp_X] in 1 mL / NOREPINEPHRINE 8 [hp_X] in 1 mL / ASPIRIN 10 [hp_X] in 1 mL / ADENOSINE TRIPHOSPHATE DISODIUM 10 [hp_X] in 1 mL / ANTHRAQUINONE 10 [hp_X] in 1 mL / HISTAMINE DIHYDROCHLORIDE 10 [hp_X] in 1 mL / MAGNESIUM GLUCONATE 10 [hp_X] in 1 mL / NADIDE 10 [hp_X] in 1 mL / NAPHTHOQUINE 10 [hp_X] in 1 mL / UBIDECARENONE 10 [hp_X] in 1 mL / PANTOTHENIC ACID 10 [hp_X] in 1 mL / MANGANESE PHOSPHATE, DIBASIC 15 [hp_X] in 1 mL / HYDROQUINONE 3 [hp_C] in 1 mL / SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR ENTERITIDIS 30 [hp_C] in 1 mL ORAL LIQUID [Bio Cytotox Phase]"
